title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types,policy_label,Unnamed: 15,created,preprocessed_review,spam_label_,sentiment_label_,sarcasm_label_,relevance_score,relevance_label
Jadescape,"The only good thing about this condo is location, but then it still take 12 - 15 mins walk to get to Marymount MRT or Thomson MRT. While amenities in condo seem impressive from marketing standpoint, note that it is near impossible to book function rooms or bbq pits across almost all weekends unless you standby the condo app at 12am. I have stayed here for over a year and only successfully booked a pavilion on one weekday evening.  There is almost a big community of Chinese nationals in this condo. There are 2 constructions ongoing next to this condo, and it is noisy during weekdays and some nights, the North South corridor construction goes into the night as well, so those staying next to it suffer.",False,False,,Condominium complex,0,1.0,not spam,bad,ChIJE0RfepAX2jERr_T2yF5Timc,https://maps.google.com/?cid=7460867399256306863&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"condominium_complex, point_of_interest, establishment",no_political_and_social_insensitivity,,,"The only good thing about this condo is location, but then it still take 12 - 15 mins walk to get to Marymount MRT or Thomson MRT. While amenities in condo seem impressive from marketing standpoint, note that it is near impossible to book function rooms or bbq pits across almost all weekends unless you standby the condo app at 12am. I have stayed here for over a year and only successfully booked a pavilion on one weekday evening.  There is almost a big community of Chinese nationals in this condo. There are 2 constructions ongoing next to this condo, and it is noisy during weekdays and some nights, the North South corridor construction goes into the night as well, so those staying next to it suffer.",Not Spam,Positive,Not Sarcastic,0.6369742155075073,Relevant
Mandarin Gardens,"Some weird guys live in this condo. When I was checking out, it was the perfect place to live, however two boys kept on harassing me. I did some digging and heard their names were Suparna Singa and Tookaston",False,False,,Condominium complex,0,1.0,not spam,bad,ChIJ64eWvKIi2jERqjmB7_qOOhQ,https://maps.google.com/?cid=1457634637818968490&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"condominium_complex, apartment_complex, point_of_interest, establishment",no_political_and_social_insensitivity,,,"Some weird guys live in this condo. When I was checking out, it was the perfect place to live, however two boys kept on harassing me. I did some digging and heard their names were Suparna Singa and Tookaston",Not Spam,Negative,Not Sarcastic,0.4883784254391988,Relevant
Parkland Green,"Used to go because itâs a dog friendly place but ever since we encountered an incident near the newly cafes with our toy dogs we decided not to go there anymore. Itâs a public place and a park , I was standing behind the pavement near brewerks holding on leash while my partner went to dump the poop bags . This Caucasian man came down the step from my back where I didnât even notice got startled from my overly noisy dogs I pull them back and I apologise. And he walk away then he turned back and he said if my dogs go onto him he will kick them and therefore we had a heated argument. I was trying to reason with him and he told us to put our dogs on grass patch n not the pavement.I think this man should get his metal health check.",False,True,,Park,0,1.0,not spam,bad,ChIJczapiXAY2jERyMUTyS6JI8w,https://maps.google.com/?cid=14709751641957189064&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"park, tourist_attraction, point_of_interest, establishment",no_political_and_social_insensitivity,,,"Used to go because itâs a dog friendly place but ever since we encountered an incident near the newly cafes with our toy dogs we decided not to go there anymore. Itâs a public place and a park , I was standing behind the pavement near brewerks holding on leash while my partner went to dump the poop bags . This Caucasian man came down the step from my back where I didnât even notice got startled from my overly noisy dogs I pull them back and I apologise. And he walk away then he turned back and he said if my dogs go onto him he will kick them and therefore we had a heated argument. I was trying to reason with him and he told us to put our dogs on grass patch n not the pavement.I think this man should get his metal health check.",Not Spam,Negative,Not Sarcastic,0.17800369326557433,Not Relevant
Paya Lebar,"I asked at the counter how to buy a one destination mrt ticket she answered ""it no longer exists and is no longer valid"" and today I saw tourists using one destination mrt tickets
I'm actually not racist but why are Indians so annoying",False,True,,Subway station,0,1.0,not spam,bad,ChIJU-xrGhgY2jERLX7VN6dXpsA,https://maps.google.com/?cid=13881879277124025901&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"subway_station, transit_station, point_of_interest, establishment",no_political_and_social_insensitivity,,,"I asked at the counter how to buy a one destination mrt ticket she answered ""it no longer exists and is no longer valid"" and today I saw tourists using one destination mrt tickets
I'm actually not racist but why are Indians so annoying",Not Spam,Negative,Not Sarcastic,0.19371038302779198,Not Relevant
People's Park Complex,"It's just a massage place now and I felt like stepping in to another time zone,it's basically another mini version of China",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJUbBZdnMZ2jERwGxmDy7DZg0,https://maps.google.com/?cid=965673772711832768&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment",no_political_and_social_insensitivity,,,"It's just a massage place now and I felt like stepping in to another time zone,it's basically another mini version of China",Not Spam,Neutral,Not Sarcastic,0.28509998321533203,Not Relevant
Redhill MRT Station (EW18),"11th Dec 2024.

Need to feedback on the extremely poor mgmt and crowd control at Redhill Mrt coupled with the bad mannered security malay lady from Cisco who randomly picked people off and asked us to go to the xray scanner  to get our bags checked. Mind you my bag is the smallest bag from Decalthlon and can hardly even fot a pair of shoe, same as a small tote bag.

What was frustrating was it was already jammed pack with ppl at 8am yet this lady is stopping riders dead at their tracks and some of us brisk walk really fast. So in the end from what I've seen, the crowd at the gantry surged way higher than usual work days at peak hr.

This act by the over zealous cisco causing inconvenience to everyone!

Those who are noble enough to talk about counter terrorism pls ni lah. Pls do bags check at tourist location, government buildings and CBD instead not place where busy heartlanders need to take trains to work.",False,True,,Railway services,0,1.0,not spam,bad,ChIJw5ELTysa2jER9jm3HP8a1E4,https://maps.google.com/?cid=5680194713021790710&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",no_political_and_social_insensitivity,,,"11th Dec 2024.

Need to feedback on the extremely poor mgmt and crowd control at Redhill Mrt coupled with the bad mannered security malay lady from Cisco who randomly picked people off and asked us to go to the xray scanner  to get our bags checked. Mind you my bag is the smallest bag from Decalthlon and can hardly even fot a pair of shoe, same as a small tote bag.

What was frustrating was it was already jammed pack with ppl at 8am yet this lady is stopping riders dead at their tracks and some of us brisk walk really fast. So in the end from what I've seen, the crowd at the gantry surged way higher than usual work days at peak hr.

This act by the over zealous cisco causing inconvenience to everyone!

Those who are noble enough to talk about counter terrorism pls ni lah. Pls do bags check at tourist location, government buildings and CBD instead not place where busy heartlanders need to take trains to work.",Not Spam,Negative,Not Sarcastic,0.2991409096866846,Not Relevant
Resorts World Sentosa,"crowded, overpriced. Never never buy tickets from Ticket Kiosk besides the exisit of Sentosa express station. The counter staff cheat. A malay lady at the counter told me their ticket was on promotiona, original price is $60. If buying from them, it is $50.  I told her this is more expensive than ticket sold on official website, she mislead me by saying that i could not buy ticket on the same day. I did not believer her and checked website, whic is only $40+. What nonsense is this Resort world staff? becoming third-class service?",False,True,,Resort hotel,0,1.0,not spam,bad,ChIJhVF18lQZ2jERA5C_EHKdiAo,https://maps.google.com/?cid=759029650444750851&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"bus_stop, transit_station, point_of_interest, establishment",no_political_and_social_insensitivity,,,"crowded, overpriced. Never never buy tickets from Ticket Kiosk besides the exisit of Sentosa express station. The counter staff cheat. A malay lady at the counter told me their ticket was on promotiona, original price is $60. If buying from them, it is $50.  I told her this is more expensive than ticket sold on official website, she mislead me by saying that i could not buy ticket on the same day. I did not believer her and checked website, whic is only $40+. What nonsense is this Resort world staff? becoming third-class service?",Not Spam,Negative,Not Sarcastic,0.37892574403021073,Relevant
The Seafront On Meyer,Rude security guard Indian lady..,False,False,,Condominium complex,0,1.0,not spam,bad,ChIJ25O5GF0Y2jERyD0KtRuwde0,https://maps.google.com/?cid=17110775992312020424&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"condominium_complex, point_of_interest, establishment",no_political_and_social_insensitivity,,,Rude security guard Indian lady..,Not Spam,Negative,Sarcastic,0.2807439863681793,Not Relevant
Waterfront Waves,"Lousy place if for delivery food.
Go to guardhse say need to park there near the orange cone. Keep saying management la. Give directions also wrong. Anyhow one. The security guard is the malay botak guy. Talk yaya papaya. Food delivery guys please beware. Send at your own risk.",False,True,,Condominium complex,0,1.0,not spam,bad,ChIJRyei8fsX2jERrBXFmquU7ls,https://maps.google.com/?cid=6624395566665504172&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"condominium_complex, apartment_building, point_of_interest, establishment",no_political_and_social_insensitivity,,,"Lousy place if for delivery food.
Go to guardhse say need to park there near the orange cone. Keep saying management la. Give directions also wrong. Anyhow one. The security guard is the malay botak guy. Talk yaya papaya. Food delivery guys please beware. Send at your own risk.",Not Spam,Negative,Not Sarcastic,0.404048889875412,Relevant
Dakota MRT Station (CC8),"Ask about how to redeem a transport voucher, a malay lady staff from the Station Control was very impatient. Very bad attitude. She should not be in the front line.",False,True,,Railway services,0,1.0,not spam,bad,ChIJr36MxgkZ2jER7U1scqQWtGY,https://maps.google.com/?cid=7400564983226715629&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",no_political_and_social_insensitivity,,,"Ask about how to redeem a transport voucher, a malay lady staff from the Station Control was very impatient. Very bad attitude. She should not be in the front line.",Not Spam,Negative,Not Sarcastic,0.27942040624717873,Not Relevant
Paragon Shopping Centre,"If there was no black security guard I would give 5 starsã No explanation, just shoutingï¼Can't you just speak nicely?",False,False,,Shopping mall,0,1.0,not spam,bad,ChIJl_sOMpIZ2jERKgmuCf4FCs0,https://maps.google.com/?cid=14774628116184566058&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment",no_political_and_social_insensitivity,,,"If there was no black security guard I would give 5 starsã No explanation, just shoutingï¼Can't you just speak nicely?",Not Spam,Neutral,Not Sarcastic,0.1287594437599182,Not Relevant
Parc Esta,"The short malay uncle guard is condescending. He will cut you off and ask for your phone number in a rude tone while you're explaining your visit, after which he will just direct you to park at Mezzanine floor with no further instructions.

Lobbies and blocks are not marked for visitors, so you'll have to search and walk to find the block aimlessly.

The Indian lady guard sitting at the basement will just give you a dirty look because you're a visitor walking around like a headless chicken.

Once you found the block, you'll notice the block numbers are just small numbers covered by overgrown plants, it's as if it's already not difficult enough to search for the invisible block numbers at basement lobbies.

To think an ""expensive"" place would be a nice place to live in, absolutely ridiculous just like many condominiums in Singapore.",False,True,,Condominium complex,0,1.0,not spam,bad,ChIJUbVrXzgZ2jERnFh_LMIzMho,https://maps.google.com/?cid=1887628102884874396&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"condominium_complex, housing_complex, point_of_interest, establishment",no_political_and_social_insensitivity,,,"The short malay uncle guard is condescending. He will cut you off and ask for your phone number in a rude tone while you're explaining your visit, after which he will just direct you to park at Mezzanine floor with no further instructions.

Lobbies and blocks are not marked for visitors, so you'll have to search and walk to find the block aimlessly.

The Indian lady guard sitting at the basement will just give you a dirty look because you're a visitor walking around like a headless chicken.

Once you found the block, you'll notice the block numbers are just small numbers covered by overgrown plants, it's as if it's already not difficult enough to search for the invisible block numbers at basement lobbies.

To think an ""expensive"" place would be a nice place to live in, absolutely ridiculous just like many condominiums in Singapore.",Not Spam,Negative,Not Sarcastic,0.588791956504186,Relevant
Resorts World Sentosa,"crowded, overpriced. Never never buy tickets from Ticket Kiosk besides the exisit of Sentosa express station. The counter staff cheat. A malay lady at the counter told me their ticket was on promotiona, original price is $60. If buying from them, it is $50.  I told her this is more expensive than ticket sold on official website, she mislead me by saying that i could not buy ticket on the same day. I did not believer her and checked website, whic is only $40+. What nonsense is this Resort world staff? becoming third-class service?",False,True,,Resort hotel,0,1.0,not spam,bad,ChIJLR75v_0b2jERJrR28stYwMU,https://maps.google.com/?cid=14249486853969720358&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"resort_hotel, tourist_attraction, aquarium, casino, hotel, lodging, point_of_interest, establishment",no_political_and_social_insensitivity,,,"crowded, overpriced. Never never buy tickets from Ticket Kiosk besides the exisit of Sentosa express station. The counter staff cheat. A malay lady at the counter told me their ticket was on promotiona, original price is $60. If buying from them, it is $50.  I told her this is more expensive than ticket sold on official website, she mislead me by saying that i could not buy ticket on the same day. I did not believer her and checked website, whic is only $40+. What nonsense is this Resort world staff? becoming third-class service?",Not Spam,Negative,Not Sarcastic,0.390011191368103,Relevant
