title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types,policy_label,Unnamed: 15,created,preprocessed_review,spam_label_,sentiment_label_,sarcasm_label_,relevance_score,relevance_label,modified_review,summary
Toa Payoh MRT Station (NS19),I don't like toa payoh mrt because I lost my wallet and all my I'd s,FALSE,FALSE,,Railway services,0,1,not spam,bad,ChIJR_zeZdAX2jERLNdPT1CiXfU,https://maps.google.com/?cid=17680466177938151212&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",irrelevant_content,,,I don't like toa payoh mrt because I lost my wallet and all my I'd s,Not Spam,Negative,Not Sarcastic,-0.110951558,Not Relevant,I don't like toa payoh mrt because I lost my wallet and all my I'd s Category: Railway services,"1) Railway Station  
2) The reviewer expresses a negative sentiment towards losing their way and did not visit the Toa Payoh MRT station. | Labels: Negative, Not Relevant"
Touch Centre,"I thought no in Singapore did this,my church ðª in Dandenong Victoria Australia holds a BBQ sausage sizzle from 12pm till 4pm lots of singing and well wishing amongst the congregation it was meant to feed the homeless and hungry but everyone joins in",FALSE,TRUE,,Non-denominational church,0,5,not spam,good,ChIJ39KLQnEY2jERUCNPFzGeH2g,https://maps.google.com/?cid=7502889437904184144&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.8,"church, place_of_worship, point_of_interest, establishment",irrelevant_content,,,"I thought no in Singapore did this,my church ðª in Dandenong Victoria Australia holds a BBQ sausage sizzle from 12pm till 4pm lots of singing and well wishing amongst the congregation it was meant to feed the homeless and hungry but everyone joins in",Not Spam,Positive,Sarcastic,0.6300976276397705,Relevant,"I thought no in Singapore did this,my church ðª in Dandenong Victoria Australia holds a BBQ sausage sizzle from 12pm till 4pm lots of singing and well wishing amongst the congregation it was meant to feed the homeless and hungry but everyone joins in (Sarcastic) Category: Non-denominational church","1) Non-denominational church  
2) The reviewer is surprised that a non-denominational church in Singapore conducts religious activities that are forbidden or uncommon there. | Labels: Positive, Sarcastic"
Sixth Avenue MRT Station (DT7),Where can I buy a drink?,FALSE,TRUE,,Railway services,0,1,not spam,bad,ChIJaxp43lUR2jER99f_hfP1Av8,https://maps.google.com/?cid=18375519855899039735&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",irrelevant_content,,,Where can I buy a drink?,Not Spam,Neutral,Not Sarcastic,-0.002533957,Not Relevant,Where can I buy a drink? Category: Railway services,"1) Railway Station  
2) The reviewer is looking for information on where to buy a drink at the railway station. | Labels: Neutral, Not Relevant"
The Makena,Arrogant residents.,FALSE,TRUE,,Condominium complex,0,1,not spam,bad,ChIJPVPEOGYY2jERpKMMoeSWcWY,https://maps.google.com/?cid=7381847172935623588&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"condominium_complex, point_of_interest, establishment",irrelevant_content,,,Arrogant residents.,Not Spam,Negative,Sarcastic,0.525623083,Relevant,Arrogant residents. (Sarcastic) Category: Condominium complex,"1) Condominium complex  
2) The reviewer uses sarcasm to describe the residents as ""Arrogant"", which means they intended to convey a negative sentiment but with a tongue-in-cheek tone. | Labels: Negative, Sarcastic"
St Andrew's Junior College,"great school and students. especially priyanka from r11 who got 'em oratory skills and puts the p in empathy and made a wholesome community. she's a real g â¼ï¸ and as for school, she'll help improve. VOTE PRIYANKA FROM R11",FALSE,FALSE,,Junior college,0,5,not spam,good,ChIJuxPYdnkX2jERGZ5cvcNOvJs,https://maps.google.com/?cid=11221930974102986265&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"university, point_of_interest, establishment",irrelevant_content,,,"great school and students. especially priyanka from r11 who got 'em oratory skills and puts the p in empathy and made a wholesome community. she's a real g â¼ï¸ and as for school, she'll help improve. VOTE PRIYANKA FROM R11",Not Spam,Positive,Not Sarcastic,0.3514131065458059,Relevant,"great school and students. especially priyanka from r11 who got 'em oratory skills and puts the p in empathy and made a wholesome community. she's a real g â¼ï¸ and as for school, she'll help improve. VOTE PRIYANKA FROM R11 Category: Junior college","1) Junior College  
2) The reviewer mentions that it is a great school with good students, specifically mentioning Priyanka, but the review does not provide any specific details about the college's services or facilities. | Labels: Positive"
National Junior College,"After 15 years, NJC's boarding school (only) was officially closed in 2024 to return the land for state use.

These images hope to honour the memories of those 500 students and teachers boarded there every year

For more at #shuutur",FALSE,TRUE,,Junior college,0,5,not spam,good,ChIJ61lTU6EQ2jERiBDECMxHYFY,https://maps.google.com/?cid=6224053626671992968&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"university, school, point_of_interest, establishment",irrelevant_content,,,"After 15 years, NJC's boarding school (only) was officially closed in 2024 to return the land for state use.

These images hope to honour the memories of those 500 students and teachers boarded there every year

For more at #shuutur",Spam,Neutral,Not Sarcastic,0.4954731166362762,Relevant,"After 15 years, NJC's boarding school (only) was officially closed in 2024 to return the land for state use.

These images hope to honour the memories of those 500 students and teachers boarded there every year

For more at #shuutur Category: Junior college","1) Junior College  
2) The reviewer is positive about the junior college, mentioning they have a good reputation after 15 years. | Labels: Neutral, Spam"
Catholic Junior College,Good morning. Hell hath spawned this entire school. Just by entering a few minutes I felt that my insides started to boil from the very core of existence. I felt like the gluons holding onto quarks were stripped of their energy as if like had been sucked out of me. I admire this school that defies physical laws in the very universe. Visit if you want to experience literal hell on Earth. 10/10 would come back here during an apocalypse due to the fact that the apocalypse itself would not dare step foot on the school grounds.,FALSE,FALSE,,Junior college,0,5,not spam,bad,ChIJ8S_k7uIZ2jERykhndIzKOW8,https://maps.google.com/?cid=8014659716479666378&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"university, point_of_interest, establishment",irrelevant_content,,,Good morning. Hell hath spawned this entire school. Just by entering a few minutes I felt that my insides started to boil from the very core of existence. I felt like the gluons holding onto quarks were stripped of their energy as if like had been sucked out of me. I admire this school that defies physical laws in the very universe. Visit if you want to experience literal hell on Earth. 10/10 would come back here during an apocalypse due to the fact that the apocalypse itself would not dare step foot on the school grounds.,Not Spam,Negative,Not Sarcastic,0.3140871269362313,Relevant,Good morning. Hell hath spawned this entire school. Just by entering a few minutes I felt that my insides started to boil from the very core of existence. I felt like the gluons holding onto quarks were stripped of their energy as if like had been sucked out of me. I admire this school that defies physical laws in the very universe. Visit if you want to experience literal hell on Earth. 10/10 would come back here during an apocalypse due to the fact that the apocalypse itself would not dare step foot on the school grounds. Category: Junior college,"1) Junior College
2) The reviewer's initial greeting appears advertisement-like and promotional in tone, but the rest of the message is unclear due to its nonsensical content. | Labels: Negative"
Bishan MRT Station (CC15),Can we know does this look like elderly. Because they seems to be self claiming they are elderly so they needed the seat. And ignoring a pregnant woman. If this is address as elderly than I will avoid asking for seats next round.,FALSE,TRUE,,Transportation service,0,1,not spam,bad,ChIJ07MziFwX2jERAm3KTMyWP9o,https://maps.google.com/?cid=15726454228006890754&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",political_and_social_insensitivity,,,Can we know does this look like elderly. Because they seems to be self claiming they are elderly so they needed the seat. And ignoring a pregnant woman. If this is address as elderly than I will avoid asking for seats next round.,Not Spam,Negative,Not Sarcastic,0.248798732,Not Relevant,Can we know does this look like elderly. Because they seems to be self claiming they are elderly so they needed the seat. And ignoring a pregnant woman. If this is address as elderly than I will avoid asking for seats next round. Category: Transportation service,"1) Transportation Service
2) The reviewer asks if they can determine the age of a person based on their appearance at bus stop 247, and seems to be inquiring about something not relevant to transportation service information. | Labels: Negative, Not Relevant"
Buddha Tooth Relic Temple,The rudest and worst male security guards ever.  Unbefitting of Singapore and representative or horrendous hospitality here.   A country that is supposedly welcoming foreign business but yet there is blatant class and racial hierarchies that is representative of a backwards culture.,FALSE,TRUE,,Buddhist temple,0,1,not spam,bad,ChIJ0bwmznIZ2jEREOCMNggtIBk,https://maps.google.com/?cid=1810496563501129744&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"place_of_worship, point_of_interest, establishment",political_and_social_insensitivity,,,The rudest and worst male security guards ever.  Unbefitting of Singapore and representative or horrendous hospitality here.   A country that is supposedly welcoming foreign business but yet there is blatant class and racial hierarchies that is representative of a backwards culture.,Not Spam,Negative,Sarcastic,0.6318053603172302,Relevant,The rudest and worst male security guards ever.  Unbefitting of Singapore and representative or horrendous hospitality here.   A country that is supposedly welcoming foreign business but yet there is blatant class and racial hierarchies that is representative of a backwards culture. (Sarcastic) Category: Buddhist temple,"1) Buddhist Temple
2) The reviewer had a negative experience with the security guards at the temple. | Labels: Negative, Sarcastic"
Caribbean at Keppel Bay,Hi Mgmt of Caribbean if you read this review. First of all. I'm a parcel delivery driver. I have time which i regular send parcel to this condo and to the residents. More than 10 blk to send. I have a partner who will help me send the parcel. So we need 2 token for that. The security uncle day shift botak2. He rudely say no2 cannot. Not enough token. Come on im regular other security gives. Why not him.  Im also a security. I know how hard to send parcel everyday. Please look at this. Chinese man uncle,FALSE,FALSE,,Condominium complex,0,1,not spam,bad,ChIJk9NTsREb2jER8TZTUgD_UdU,https://maps.google.com/?cid=15371347380038481649&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"condominium_complex, point_of_interest, establishment",political_and_social_insensitivity,,,Hi Mgmt of Caribbean if you read this review. First of all. I'm a parcel delivery driver. I have time which i regular send parcel to this condo and to the residents. More than 10 blk to send. I have a partner who will help me send the parcel. So we need 2 token for that. The security uncle day shift botak2. He rudely say no2 cannot. Not enough token. Come on im regular other security gives. Why not him.  Im also a security. I know how hard to send parcel everyday. Please look at this. Chinese man uncle,Not Spam,Negative,Not Sarcastic,0.3352779587730765,Relevant,Hi Mgmt of Caribbean if you read this review. First of all. I'm a parcel delivery driver. I have time which i regular send parcel to this condo and to the residents. More than 10 blk to send. I have a partner who will help me send the parcel. So we need 2 token for that. The security uncle day shift botak2. He rudely say no2 cannot. Not enough token. Come on im regular other security gives. Why not him.  Im also a security. I know how hard to send parcel everyday. Please look at this. Chinese man uncle Category: Condominium complex,"1) Condominium complex
2) The reviewer is trying to contact the management team of a condominium complex and has left a message, but no specific details about their experience are provided. | Labels: Negative"
Dakota MRT Station (CC8),They recently added a security check at the Dakota MRT station. Discrimination is clearly shown by the staff. The staff donât check a big bag of a student (one of their reply was âwe donât check studentsâ bags because they are studentsâ) but you check a small bag of mine and caused me to miss my train. And does no one remember the River Valley incident? Do they even know what is the purpose of their job? Ridiculous.,FALSE,TRUE,,Railway services,0,1,not spam,bad,ChIJr36MxgkZ2jER7U1scqQWtGY,https://maps.google.com/?cid=7400564983226715629&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",political_and_social_insensitivity,,,They recently added a security check at the Dakota MRT station. Discrimination is clearly shown by the staff. The staff donât check a big bag of a student (one of their reply was âwe donât check studentsâ bags because they are studentsâ) but you check a small bag of mine and caused me to miss my train. And does no one remember the River Valley incident? Do they even know what is the purpose of their job? Ridiculous.,Not Spam,Negative,Not Sarcastic,0.3033766721685727,Relevant,They recently added a security check at the Dakota MRT station. Discrimination is clearly shown by the staff. The staff donât check a big bag of a student (one of their reply was âwe donât check studentsâ bags because they are studentsâ) but you check a small bag of mine and caused me to miss my train. And does no one remember the River Valley incident? Do they even know what is the purpose of their job? Ridiculous. Category: Railway services,"1) Railway Station  
2) The reviewer mentions that there was a recent addition of a security check at the Da... railway station, but does not provide further details about their experience. | Labels: Negative"
